Depth (ft),Weight on bit (k-lbs),Temperature Out (deg F),Temperature In(deg F),Pit Total (bbls),Pump Pressure (psi),Hook load (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gal/min),Flow Out Percentage (%),ROP (ft/hr)
384.3,13.27,104.77,104.63,272.46,337.91,69.28,4.66,84.64,853.73,57.76,77.91
385.36,12.96,104.73,104.63,272.45,338.67,69.59,4.7,111.16,855.16,57.97,112.24
386.4,16.7,104.73,104.63,272.45,337.91,65.85,4.7,102.8,851.48,57.32,133.56
387.41,17.23,104.73,104.67,272.46,336.38,65.32,4.7,88.36,851.27,57.76,165.57
388.43,2.52,104.66,104.67,272.19,341.72,80.04,4.7,122.9,852.3,57.53,169.22
389.47,13.73,104.73,104.67,272.18,336.38,68.83,4.74,111.95,848.82,58.73,249.3
390.49,18.38,104.73,104.67,272.17,340.58,64.18,4.7,109.6,853.93,59.08,140.9
391.53,18.15,104.81,104.71,272.17,337.91,64.4,4.7,115.34,848.0,60.01,186.98
392.54,13.57,104.85,104.71,271.9,339.81,68.98,4.7,100.11,851.07,60.51,169.23
393.56,7.47,104.81,104.75,271.89,338.29,75.08,4.7,89.28,852.91,60.01,126.32
394.62,15.02,104.89,104.86,271.91,339.81,67.53,4.74,72.96,852.91,60.48,95.4
395.64,6.48,104.85,104.83,271.9,341.72,76.07,4.7,78.88,853.32,59.17,96.41
396.66,16.7,104.81,104.9,271.72,339.05,65.85,4.7,72.74,852.91,59.52,95.89
397.7,8.39,104.81,104.94,270.5,336.76,74.16,4.74,75.52,853.54,59.52,124.66
398.71,13.73,104.81,104.94,270.09,360.02,68.83,4.74,77.11,884.3,61.8,101.75
399.77,9.0,104.81,104.98,269.92,338.29,73.55,4.74,80.98,849.43,59.11,93.07
400.81,5.72,104.96,105.02,270.2,324.56,76.83,4.74,99.2,839.58,58.11,65.61
401.83,8.77,104.92,105.09,269.87,328.76,73.78,4.74,90.47,839.79,58.02,91.58
402.87,4.27,105.0,105.09,268.96,326.47,78.28,4.74,93.64,837.13,57.85,93.49
403.91,4.8,105.0,105.09,268.83,326.85,77.75,4.74,89.98,837.94,57.91,143.82
404.97,3.13,105.08,105.13,268.81,331.04,79.43,4.7,91.02,841.42,57.09,190.78
406.01,10.98,105.11,105.13,268.81,329.9,71.57,4.74,73.78,844.5,57.56,149.58
407.02,15.55,105.11,105.17,268.81,338.67,67.0,4.7,94.41,854.96,58.32,77.91
408.04,13.5,105.19,105.21,268.54,336.0,69.06,4.7,76.04,857.21,56.91,126.32
409.06,15.48,105.5,105.21,268.51,337.91,67.07,4.7,79.64,856.6,56.41,143.82
410.08,10.75,105.31,105.28,268.51,337.91,71.8,4.74,78.75,859.26,56.09,106.0
411.12,16.17,105.15,105.32,268.5,342.48,66.39,4.74,81.93,866.24,56.27,128.95
412.14,2.75,105.15,105.47,270.53,367.64,79.81,4.7,52.0,908.94,55.56,90.96
413.18,11.82,106.07,105.59,268.09,393.95,70.73,4.66,70.52,939.07,58.61,12.75
414.2,13.65,106.3,105.66,267.79,391.28,68.9,4.7,82.99,938.05,58.23,66.76
415.24,16.7,106.45,105.74,267.79,373.74,65.85,4.7,80.83,904.74,56.88,81.39
416.26,4.04,105.72,107.8,265.33,364.98,55.64,4.55,77.08,889.78,58.81,88.74
417.3,12.75,106.03,107.84,265.95,364.21,46.93,4.51,76.4,886.92,60.01,129.1
418.34,13.27,106.33,107.84,265.99,366.88,46.41,4.55,78.14,892.64,58.67,155.52
419.4,17.68,106.83,107.88,266.0,365.74,42.0,4.51,73.17,888.97,58.23,131.58
420.44,10.12,107.1,107.88,266.0,366.12,49.56,4.51,82.96,888.15,59.37,149.76
421.48,10.54,107.21,107.88,266.0,368.41,49.14,4.55,78.78,892.45,61.16,170.18
422.52,10.75,107.48,107.91,265.99,371.46,48.93,4.55,76.74,894.29,60.01,55.87
423.54,4.72,107.33,107.95,265.38,371.46,54.96,4.59,81.99,894.49,61.04,65.79
424.6,2.2,107.36,107.91,265.23,371.84,57.48,4.55,81.93,893.07,60.28,146.76
425.62,6.3,107.4,107.91,265.2,371.46,53.39,4.55,80.86,894.29,59.6,141.23
426.64,4.3,107.36,107.95,264.84,372.6,55.38,4.55,82.51,894.09,57.64,136.0
427.66,5.25,107.67,107.91,265.22,370.31,54.43,4.59,83.79,891.43,56.3,70.61
428.68,5.14,107.71,107.91,264.93,371.84,54.54,4.55,80.43,891.02,59.4,136.01
429.7,5.35,107.71,107.88,264.85,371.84,54.33,4.59,86.05,893.27,58.4,68.0
430.72,3.88,107.63,107.91,263.69,372.98,55.8,4.59,84.92,897.78,59.02,44.77
431.74,11.59,107.75,107.95,263.28,368.41,48.09,4.59,79.36,891.64,58.32,156.0
432.78,9.34,107.86,107.99,263.23,369.93,50.34,4.59,83.45,894.3,58.87,267.42
433.8,16.89,107.82,107.99,263.13,366.12,42.79,4.59,80.25,891.84,58.73,141.14
434.82,9.02,107.86,107.99,262.91,367.26,50.66,4.62,84.98,894.3,59.05,122.4
435.86,14.06,107.86,108.03,262.91,367.64,45.62,4.62,84.89,895.94,58.7,176.72
436.88,14.32,107.86,107.99,262.7,366.12,45.36,4.62,84.4,897.99,59.6,108.0
437.9,10.86,107.86,108.03,262.61,367.64,48.82,4.62,85.44,899.01,58.43,114.75
438.92,2.68,107.94,107.99,262.33,369.17,57.01,4.62,93.64,894.71,58.35,174.86
439.96,10.81,107.97,108.03,262.27,368.79,48.87,4.62,90.99,892.25,59.17,178.29
441.0,9.5,107.9,108.07,261.71,369.55,50.19,4.62,88.18,891.23,58.46,178.14
442.02,8.76,107.9,108.1,261.5,367.26,50.92,4.62,83.57,885.91,58.02,126.55
443.06,13.59,107.82,108.18,261.48,370.31,46.09,4.62,86.23,887.75,57.67,176.72
444.08,6.71,107.78,108.26,261.2,367.26,52.97,4.62,86.02,882.63,57.73,159.65
445.15,7.14,109.19,108.22,268.9,395.09,52.26,4.55,73.2,894.69,59.84,118.16
446.17,4.42,109.19,108.26,268.57,395.09,54.98,4.59,76.25,896.12,60.22,159.25
447.22,2.44,109.19,108.29,268.53,396.24,56.96,4.59,77.96,893.46,61.95,105.54
448.28,6.61,109.31,108.29,267.71,392.81,52.79,4.59,74.88,891.62,61.74,152.03
449.29,2.4,109.35,108.33,268.38,397.0,57.0,4.59,65.21,894.48,61.19,166.49
450.33,4.33,109.42,108.37,267.65,397.76,55.07,4.59,71.65,895.71,60.66,100.86
451.37,4.15,109.5,108.41,267.6,396.24,55.25,4.59,67.22,892.85,56.27,162.25
452.39,6.88,109.5,108.45,267.27,395.48,52.52,4.59,69.23,893.87,57.03,193.52
453.48,9.6,109.46,108.45,267.03,396.24,49.8,4.59,65.76,893.47,57.41,187.62
454.52,6.08,109.46,108.52,265.97,396.24,53.32,4.59,69.94,890.8,58.23,93.3
455.53,5.51,109.46,108.52,265.84,392.81,53.89,4.59,69.72,888.55,56.27,140.87
456.61,12.19,109.54,108.56,265.54,399.67,47.21,4.59,68.14,895.92,58.02,148.85
457.67,6.17,109.61,108.6,265.19,397.76,53.23,4.62,66.89,894.9,56.62,140.78
458.72,16.32,109.61,108.64,265.17,397.0,43.08,4.59,65.09,895.3,56.88,271.55
459.78,9.29,109.69,108.64,265.15,397.76,50.11,4.59,67.59,893.46,60.31,131.01
460.87,8.24,109.65,108.64,264.97,395.09,51.16,4.59,70.42,891.42,59.84,207.35
461.89,17.59,109.69,108.68,264.64,396.24,41.81,4.59,65.63,894.89,59.05,228.96
462.94,11.57,109.77,108.71,264.0,394.33,47.83,4.59,64.32,890.6,58.29,190.08
463.98,10.17,109.77,108.71,263.31,392.43,49.23,4.59,68.62,890.18,58.52,138.24
465.02,4.68,109.77,108.75,263.28,394.71,54.72,4.59,69.36,891.0,58.49,95.69
466.05,11.31,109.73,108.83,261.9,395.86,48.09,4.59,79.73,892.03,61.36,50.43
467.09,13.29,109.73,108.87,261.3,398.14,46.11,4.59,78.33,894.49,59.52,65.47
468.11,13.02,109.92,108.98,259.69,394.33,46.38,4.59,84.34,889.99,60.07,53.08
469.16,10.52,110.3,109.1,259.6,397.38,48.88,4.62,84.15,891.22,56.0,46.07
470.18,11.4,110.22,109.17,259.11,397.0,48.0,4.62,81.35,890.2,57.23,126.31
471.22,16.58,110.41,109.25,257.86,397.76,42.82,4.59,81.56,891.83,55.94,70.38
472.24,10.43,110.57,109.32,257.82,394.71,48.97,4.59,87.11,889.99,55.24,56.35
473.25,4.59,110.22,109.67,254.52,398.91,54.81,4.59,135.9,877.63,59.46,40.24
474.27,10.39,110.68,109.71,254.53,395.86,49.01,4.55,82.99,878.25,59.14,61.04
475.31,10.56,110.91,109.71,254.52,401.19,48.84,4.55,103.56,882.75,59.11,71.72
476.33,12.89,110.83,109.74,254.52,400.43,46.51,4.55,91.17,882.95,59.11,60.04
477.34,2.13,110.99,109.82,254.52,399.29,57.27,4.59,109.9,879.06,58.84,59.07
478.38,8.9,110.83,109.82,254.52,405.39,50.5,4.59,91.9,882.54,60.31,98.2
479.4,6.7,110.91,109.86,254.52,417.21,52.7,4.62,54.19,885.65,62.65,83.18
480.41,11.66,110.8,109.97,254.47,419.88,47.74,4.59,78.78,896.51,63.41,54.84
481.45,13.16,110.83,110.01,254.16,417.97,46.24,4.62,85.56,898.14,60.95,67.85
482.47,15.66,110.8,110.05,253.81,418.35,43.74,4.62,81.44,898.76,63.65,79.62
483.49,12.28,110.8,110.09,253.52,421.4,47.12,4.66,81.99,899.58,62.06,60.04
484.5,17.11,110.91,110.12,253.29,418.35,42.29,4.66,75.46,897.12,62.53,61.04
485.52,14.96,111.21,110.16,252.58,417.59,44.44,4.7,76.44,898.14,63.65,50.17
486.54,10.17,111.33,110.2,252.58,419.88,49.23,4.7,77.14,897.73,64.17,58.14
487.55,12.63,111.52,110.32,252.28,417.21,46.77,4.7,76.47,890.57,61.95,39.81
488.57,15.44,111.71,110.32,252.28,417.21,43.96,4.7,83.94,896.51,62.04,47.76
489.59,15.26,111.75,110.39,252.1,419.49,44.14,4.74,80.62,897.12,62.09,45.78
490.61,13.81,111.86,110.43,251.89,413.01,45.59,4.78,77.9,894.87,62.62,65.4
491.62,15.26,111.86,110.51,251.36,412.63,44.14,4.78,85.98,891.38,59.31,55.08
492.66,10.78,111.9,110.54,251.21,414.16,48.62,4.82,85.89,887.28,58.93,124.4
493.68,3.63,111.98,110.58,251.2,410.73,55.77,4.82,88.21,884.21,58.38,135.66
494.73,9.95,111.94,110.58,251.21,409.96,49.45,4.82,87.6,891.58,59.14,190.07
495.75,10.21,111.94,110.58,251.19,410.73,49.19,4.82,93.58,886.05,58.17,241.92
496.77,5.73,111.9,110.58,251.2,411.49,53.67,4.82,89.52,891.17,58.84,244.23
497.86,9.64,111.9,110.62,251.2,407.29,49.76,4.82,95.11,885.44,59.69,262.66
498.96,6.66,111.86,110.66,251.19,410.73,52.74,4.82,93.37,829.53,59.63,231.77
499.96,6.66,111.86,110.66,251.19,410.73,52.74,4.82,93.37,829.53,59.63,231.77
500.01,8.06,111.9,110.66,250.99,413.39,51.34,4.82,94.04,883.8,60.04,237.59
501.03,10.04,111.94,110.66,250.87,414.54,49.36,4.82,101.3,803.94,58.14,215.04
502.07,11.14,111.94,110.66,250.86,412.63,48.26,4.82,100.08,881.35,58.43,219.56
503.09,11.4,111.94,110.7,250.52,414.16,48.0,4.82,89.1,846.12,58.76,152.62
504.14,14.61,111.21,110.58,247.52,406.15,44.79,4.78,76.74,851.91,57.97,93.3
505.16,15.4,111.41,110.58,247.52,401.19,44.0,4.78,72.71,851.09,58.46,61.03
506.18,19.3,111.44,110.58,247.29,402.34,40.1,4.78,65.76,850.47,57.73,76.3
507.21,16.14,111.6,110.62,246.47,404.24,43.26,4.74,90.77,851.7,58.46,38.78
508.23,11.88,111.63,110.62,246.46,405.01,47.52,4.74,84.0,852.52,58.26,91.07
509.25,16.85,111.67,110.66,246.48,404.63,42.55,4.74,85.19,851.09,59.55,81.39
510.28,10.65,111.71,110.7,246.47,400.81,48.75,4.74,84.25,846.38,60.72,64.41
511.3,9.6,111.79,110.73,246.46,400.43,49.8,4.74,82.38,845.96,59.37,83.24
512.32,9.95,111.86,110.77,246.44,406.15,49.45,4.78,60.48,853.74,60.19,69.11
513.38,16.93,111.9,110.77,246.05,404.24,42.47,4.74,86.87,849.85,59.9,95.06
514.39,8.9,111.9,110.81,246.17,405.39,50.5,4.78,65.45,852.72,60.42,64.29
515.43,12.06,111.98,110.85,245.69,405.01,47.34,4.78,95.63,851.69,60.07,70.44
516.47,6.83,112.02,110.85,245.32,405.01,52.57,4.78,90.62,853.94,58.64,91.07
517.5,8.37,112.02,110.89,244.96,405.01,51.03,4.78,94.19,850.26,58.08,113.12
518.52,12.1,112.02,110.93,244.65,401.96,47.3,4.78,94.99,823.03,55.86,71.75
519.58,13.68,112.05,110.96,244.66,406.15,45.72,4.78,85.34,850.67,56.68,71.74
520.6,10.48,112.05,111.0,244.65,400.81,48.92,4.78,95.11,847.18,57.09,130.76
521.61,11.75,112.13,111.0,244.66,403.86,47.65,4.82,76.19,848.0,56.91,76.32
522.63,16.58,112.09,111.04,244.64,403.1,42.82,4.78,87.88,850.86,56.94,108.63
523.69,15.0,112.09,111.04,244.64,401.19,44.4,4.78,87.57,847.18,55.94,146.22
524.72,5.25,112.24,111.12,246.58,398.53,54.15,4.85,97.7,845.75,58.43,25.03
525.74,8.54,112.21,111.15,246.13,399.67,50.86,4.82,92.54,845.75,58.32,111.03
526.78,10.08,112.24,111.12,246.14,399.67,49.32,4.85,92.06,849.43,60.34,77.81
527.8,7.97,112.32,111.15,246.88,400.81,51.43,4.85,91.29,845.95,62.04,81.46
528.84,7.67,112.32,111.19,246.79,398.91,51.73,4.85,94.34,845.74,61.48,120.4
529.85,10.52,112.36,111.19,246.8,401.19,48.88,4.85,91.14,845.54,57.56,61.1
530.87,9.55,112.36,111.15,246.8,400.05,49.85,4.89,89.01,845.95,58.35,58.19
531.89,6.57,112.4,111.19,246.8,403.1,52.83,4.85,95.47,848.4,58.32,70.46
532.93,0.7,111.79,109.02,258.45,453.43,59.07,4.7,74.36,890.57,58.67,120.41
533.96,3.25,111.37,109.02,259.09,457.24,56.52,4.66,64.75,894.68,58.61,116.65
535.0,4.7,111.21,109.02,259.26,462.19,55.07,4.7,67.98,898.37,58.99,120.35
536.02,8.43,111.25,109.02,258.79,467.15,51.34,4.66,59.32,901.23,59.43,118.18
537.06,7.29,111.29,109.06,259.26,467.53,52.48,4.7,79.76,903.89,59.28,120.4
538.09,9.27,111.25,108.9,258.68,468.29,50.5,4.66,72.99,904.3,60.83,120.4
539.11,5.93,111.25,109.06,258.95,471.34,53.84,4.66,76.07,901.85,61.86,122.64
540.13,9.27,111.21,109.06,258.68,467.91,50.5,4.7,74.79,901.43,59.66,118.18
541.14,10.94,111.21,108.94,258.67,467.53,48.84,4.66,67.92,901.63,60.25,121.98
542.18,6.72,111.18,109.13,258.58,472.11,53.05,4.66,50.56,903.89,59.6,59.25
543.22,6.98,111.14,109.17,258.58,472.49,52.79,4.66,86.96,905.33,58.55,120.4
544.24,7.73,111.18,109.21,258.59,475.92,52.04,4.7,85.92,906.97,56.47,122.13
545.25,7.6,111.18,109.25,258.55,475.16,52.17,4.7,88.06,907.59,58.43,118.18
546.29,7.42,111.18,109.25,257.91,476.68,52.35,4.7,78.2,902.67,57.91,120.4
547.31,5.09,111.18,109.29,257.84,478.21,54.68,4.7,73.78,906.97,59.31,122.12
548.35,10.89,111.14,109.32,257.82,476.68,48.88,4.7,55.17,909.43,59.08,103.69
549.36,6.41,111.14,109.36,257.47,474.78,53.36,4.7,90.5,914.55,60.78,99.03
550.38,6.63,111.1,109.36,257.26,477.44,53.14,4.7,82.23,917.21,60.4,122.11
551.42,11.77,111.18,109.36,256.33,475.16,48.0,4.7,79.3,917.21,59.52,120.41
552.44,8.87,111.25,109.4,256.25,474.01,50.9,4.7,80.86,920.69,60.34,93.95
553.45,5.4,111.29,109.44,255.95,470.96,54.37,4.7,90.1,917.83,59.99,77.97
554.49,7.42,111.33,109.48,255.95,472.87,52.35,4.7,83.76,912.71,60.75,120.4
555.53,5.05,111.33,109.51,255.95,478.21,54.72,4.7,88.76,914.15,58.96,120.41
556.54,3.86,111.33,109.51,255.95,471.73,55.91,4.7,88.06,923.77,61.33,122.11
557.56,7.55,111.37,109.55,255.96,472.49,52.22,4.7,87.51,922.74,60.04,120.41
558.6,4.08,111.37,109.59,256.22,470.96,55.69,4.74,90.81,761.19,60.95,120.42
559.62,3.78,111.41,109.55,256.25,474.39,55.99,4.7,94.5,913.74,61.63,122.14
560.65,6.76,111.41,109.55,256.24,478.21,53.01,4.74,82.54,927.04,61.57,120.42
561.67,10.94,111.48,109.59,256.25,478.21,48.84,4.74,81.8,870.53,62.24,118.18
562.69,11.86,111.52,109.63,256.25,475.92,47.91,4.74,83.06,834.9,62.71,120.41
563.71,12.96,110.22,108.75,265.81,390.52,46.82,4.55,24.57,801.95,55.92,109.79
564.72,11.07,110.03,108.75,266.65,388.99,48.7,4.55,75.18,806.25,53.9,101.79
565.74,5.45,109.84,108.75,266.95,406.53,54.33,4.55,85.89,840.84,55.04,118.18
566.76,8.43,109.84,108.79,266.7,397.0,51.34,4.55,80.34,832.24,56.97,116.59
567.78,10.76,109.84,108.79,266.69,389.38,49.01,4.55,77.56,823.21,54.6,114.49
568.81,12.82,109.88,108.75,267.6,386.71,46.95,4.55,69.66,821.16,54.19,113.12
569.87,2.15,110.07,108.75,268.17,390.14,57.62,4.55,87.85,826.07,53.92,97.5
570.89,5.49,110.15,108.68,267.94,411.87,54.28,4.55,85.34,813.4,55.59,118.2
571.93,6.32,110.19,108.68,268.5,429.03,53.45,4.51,81.68,863.19,56.62,116.65
572.94,5.8,110.22,108.6,268.49,428.64,53.97,4.51,87.02,861.14,56.33,122.12
573.96,10.85,110.3,108.56,268.49,428.26,48.92,4.55,78.36,863.81,57.58,118.18
575.0,10.1,110.38,108.52,268.75,425.59,49.67,4.55,74.76,861.76,56.88,109.79
576.02,7.82,110.41,108.52,268.51,435.13,51.95,4.51,67.53,871.34,56.53,122.64
577.05,6.85,110.41,108.49,268.52,437.03,52.92,4.55,80.4,863.76,56.15,113.11
578.09,6.59,110.41,108.45,268.66,433.22,53.18,4.55,79.55,870.1,56.38,124.42
579.11,4.48,110.45,108.45,269.17,433.98,55.29,4.55,71.28,869.49,56.53,122.12
580.14,2.37,110.49,108.41,269.57,433.22,57.4,4.55,88.55,870.3,57.29,120.4
581.18,6.59,110.57,108.41,270.32,432.08,53.18,4.55,78.27,865.8,56.59,120.4
582.2,7.03,110.57,108.37,270.25,433.22,52.74,4.55,78.78,868.47,56.76,118.18
583.23,9.4,110.6,108.37,270.03,433.98,50.37,4.55,72.8,869.08,57.53,120.4
584.25,9.71,110.64,108.37,270.29,435.89,50.07,4.55,72.29,869.49,57.2,118.18
585.27,9.31,110.64,108.33,270.24,434.36,50.46,4.55,72.53,869.7,56.03,114.49
586.29,10.23,110.68,108.33,270.3,432.84,49.54,4.55,75.28,866.63,57.5,116.65
587.31,11.46,110.64,108.33,270.36,431.31,48.31,4.59,74.97,802.13,56.03,118.18
588.32,4.83,110.68,108.33,270.36,434.74,54.94,4.59,70.12,870.1,56.41,71.86
589.38,8.39,110.68,108.33,270.37,431.69,51.38,4.59,87.85,868.87,55.97,99.28
590.42,7.82,110.64,108.29,270.36,435.51,51.95,4.59,82.42,872.55,56.33,128.71
591.45,11.59,110.64,108.29,270.36,432.84,48.18,4.59,84.15,868.26,56.3,138.27
592.47,6.46,110.68,108.29,271.22,434.36,53.32,4.59,85.68,868.87,55.94,107.77
593.51,9.27,110.64,108.29,271.05,432.84,50.5,4.59,82.48,867.23,57.0,120.41
594.56,3.52,109.0,107.72,274.94,456.09,56.78,86.86,70.0,865.37,53.57,143.58
595.58,2.02,108.28,107.76,274.84,477.44,58.28,74.93,96.27,884.45,54.39,122.15
596.6,8.7,108.09,107.84,275.2,479.73,51.6,87.78,63.19,886.09,55.15,118.19
597.62,7.03,108.36,107.88,275.19,479.73,53.27,81.87,90.32,883.84,56.82,120.41
598.64,0.0,108.66,107.88,275.18,481.64,60.96,64.4,113.2,886.92,57.7,126.32
599.67,4.83,108.81,107.8,275.19,486.21,55.47,78.28,85.13,887.94,57.82,116.65
600.71,0.4,109.0,107.88,274.88,488.5,59.9,71.69,96.14,889.78,57.99,119.51
601.73,10.1,109.04,107.91,274.85,488.88,50.2,83.7,77.17,889.58,58.96,118.18
602.74,4.88,109.04,107.91,274.8,485.45,55.42,71.65,92.85,885.68,59.17,118.18
603.76,1.19,108.97,107.88,274.83,485.45,59.11,76.64,97.52,883.43,57.79,122.11
604.78,11.6,108.74,107.88,274.84,486.98,48.7,90.48,64.81,884.66,56.91,65.44
605.8,9.93,108.55,107.91,274.03,487.36,50.37,82.67,71.49,882.82,56.85,116.64
606.85,0.0,108.36,107.95,274.28,489.64,60.78,72.83,90.38,883.22,54.45,108.63
607.87,5.01,108.16,107.99,273.34,483.54,55.29,78.7,84.98,881.58,55.71,107.75
608.91,4.0,108.01,107.99,273.25,474.39,56.3,74.01,93.83,868.67,55.77,120.4
609.95,2.68,107.9,108.03,273.33,476.3,57.62,66.39,99.13,869.27,56.41,120.4
610.96,4.26,107.75,108.07,272.94,475.16,56.04,71.5,85.53,869.48,57.06,122.12
611.98,8.17,107.63,108.1,272.5,473.25,52.13,78.78,73.66,869.89,57.41,113.12
613.02,8.83,107.48,108.1,272.32,475.54,51.47,76.15,77.93,870.09,57.61,120.4
614.05,7.07,107.29,108.18,272.19,476.3,53.23,75.31,81.01,866.41,58.11,77.79
615.07,6.72,107.21,108.22,272.18,474.39,53.58,78.36,76.4,865.38,58.67,101.78
616.11,5.93,107.25,108.26,271.65,473.25,54.37,74.39,87.75,864.97,58.29,113.12
617.15,10.02,107.44,108.26,271.56,474.01,50.28,77.83,80.1,866.41,58.61,103.69
618.16,8.57,107.59,108.41,271.17,475.16,51.73,77.22,86.96,864.16,58.73,76.36
619.2,7.73,107.82,108.49,270.88,472.49,52.57,82.4,75.73,860.88,58.4,91.06
620.24,4.79,108.36,108.64,270.37,467.91,55.51,57.73,104.57,859.04,59.22,34.9
623.0,0.0,106.6,108.87,267.51,440.84,61.31,60.29,59.35,826.33,58.23,34.0
624.02,8.91,107.82,109.13,267.22,483.16,51.69,80.8,87.63,852.92,58.93,21.31
625.04,9.52,108.13,109.17,267.17,489.26,51.08,76.41,89.58,870.75,58.9,98.25
626.05,8.12,108.13,109.17,266.93,486.59,52.48,79.58,84.55,867.27,59.4,99.04
627.09,4.56,108.09,109.17,266.07,488.5,56.04,70.28,97.82,870.14,59.34,116.65
628.11,8.38,108.05,109.17,265.99,488.5,52.22,78.82,88.73,868.3,59.46,114.48
629.13,7.02,107.97,109.25,265.69,490.03,53.58,70.92,96.97,870.14,59.37,121.74
630.14,10.36,108.01,109.29,265.61,487.36,50.24,79.12,69.27,868.29,59.11,101.79
631.16,6.1,108.09,109.29,265.59,492.31,54.5,75.8,78.94,872.59,58.76,76.34
632.2,8.69,108.28,109.32,265.59,494.22,51.91,80.87,75.89,872.18,58.73,93.35
633.22,7.55,108.47,109.4,265.59,495.74,53.05,80.15,77.17,874.64,58.87,91.61
634.25,10.18,108.62,109.44,265.6,495.36,50.42,77.33,77.78,873.62,59.78,98.26
635.29,8.91,108.93,109.51,265.61,494.6,51.69,77.41,79.97,873.42,59.14,63.31
636.31,7.55,108.93,109.55,265.61,498.03,53.05,80.11,76.16,875.67,59.05,101.79
637.35,4.43,108.93,109.59,265.61,497.65,56.17,76.38,80.34,874.44,58.64,113.12
638.36,8.29,108.93,109.63,265.6,496.13,52.31,76.95,78.94,874.44,59.46,118.18
639.38,0.0,108.97,109.67,265.61,498.41,61.75,61.39,110.3,873.83,59.17,118.19
640.4,2.72,109.0,109.71,265.08,496.89,57.88,75.65,59.72,875.67,58.43,118.18
641.42,7.33,108.97,109.74,264.48,496.89,53.27,76.68,68.59,875.06,59.55,120.41
642.43,9.88,109.12,109.82,264.23,498.03,50.72,76.61,76.34,875.88,59.58,114.48
643.45,8.56,109.16,109.86,264.18,496.89,52.04,76.99,77.14,872.81,59.81,82.97
644.49,5.88,109.16,109.9,264.18,498.03,54.72,70.85,85.71,875.67,59.58,120.4
645.53,4.08,109.19,109.93,263.94,497.65,56.52,68.75,85.89,874.86,59.87,120.4
646.56,7.5,109.23,109.97,263.83,501.84,53.1,114.65,34.73,879.16,59.37,120.4
647.6,4.96,109.31,110.05,263.83,504.89,55.64,69.44,109.66,880.59,59.72,120.4
648.64,5.22,109.35,110.09,263.84,503.75,55.38,69.55,85.37,881.21,59.22,120.4
649.65,5.13,109.42,110.12,263.83,505.28,55.47,69.86,86.26,881.21,59.6,122.12
650.67,6.76,109.61,110.2,263.82,506.04,53.84,71.38,81.93,883.05,60.04,122.11
651.71,8.91,109.58,110.24,263.83,503.37,51.69,74.55,79.97,879.57,59.4,120.4
652.73,7.5,109.54,110.28,263.83,506.8,53.1,72.87,80.07,880.8,59.4,118.18
653.74,7.99,109.58,110.32,263.56,505.28,52.61,74.24,79.39,882.23,59.46,101.78
654.76,7.24,109.58,110.35,263.54,505.28,53.36,77.9,76.19,882.64,59.84,101.79
655.8,8.56,109.5,110.43,263.25,504.89,52.04,75.16,80.37,880.8,59.17,106.66
656.82,7.19,108.77,110.62,259.85,486.98,54.11,66.04,75.64,864.36,59.02,67.88
657.83,8.29,108.97,110.66,259.86,488.5,53.01,74.66,95.72,860.06,59.22,117.47
658.85,10.14,109.08,110.7,259.85,540.35,51.16,76.03,93.43,906.6,61.45,114.48
659.87,8.69,109.27,110.73,259.85,540.73,52.61,76.19,91.78,902.32,61.86,110.91
660.89,3.42,109.31,110.77,259.87,542.26,57.88,64.75,90.44,903.14,61.92,122.11
661.92,9.39,109.42,110.81,259.86,515.19,51.91,73.78,78.36,876.49,61.39,120.41
662.96,5.48,109.5,110.85,259.85,523.96,55.82,70.66,79.24,885.68,61.16,120.4
663.98,9.7,109.58,110.85,259.85,526.63,51.6,76.03,64.87,818.09,60.54,107.76
665.0,9.3,109.92,110.89,259.85,537.3,52.0,79.24,72.38,890.57,60.98,104.68
666.01,5.88,110.41,110.89,260.1,554.46,55.42,68.26,92.0,912.33,62.5,120.41
667.03,8.2,110.76,110.93,259.89,556.36,53.1,73.67,86.78,911.51,63.15,118.18
668.07,5.66,111.06,110.96,259.51,555.22,55.64,76.41,82.96,915.81,63.35,98.25
669.09,8.07,111.18,111.0,259.5,541.88,53.23,77.98,83.48,906.59,63.76,114.49
670.12,8.6,111.44,111.0,259.54,531.2,52.7,73.97,91.78,815.61,62.09,116.65
671.16,5.79,111.75,110.89,259.83,532.73,55.51,64.4,97.27,902.01,61.33,120.41
672.18,8.64,111.94,110.96,259.85,530.06,52.66,76.19,77.66,902.21,60.95,122.12
673.2,9.65,111.71,111.08,259.85,535.39,51.65,74.81,75.0,905.28,60.72,114.48
674.21,7.63,111.63,111.15,259.85,552.93,53.67,76.83,76.34,881.94,60.19,109.8
675.25,4.87,111.52,111.15,259.58,560.18,56.43,68.22,84.0,921.72,60.34,124.42
676.29,5.35,111.41,111.23,259.56,559.79,55.95,71.53,79.18,921.73,60.28,120.41
677.32,6.1,111.33,111.19,259.55,560.94,55.2,76.15,76.25,922.96,60.22,120.4
678.36,4.08,111.25,111.27,259.55,560.56,57.22,70.31,81.1,924.8,60.78,124.42
679.4,6.97,111.18,111.27,259.27,562.08,54.33,73.21,78.11,925.0,61.98,120.42
680.43,6.49,111.18,111.27,258.96,560.56,54.81,73.94,77.32,927.87,61.6,120.4
681.47,6.23,111.21,111.31,258.86,560.56,55.07,70.16,78.42,927.25,61.48,124.41
